EVENT:  135 2 18.5474  -1.39898e-05  -9280.5
TRACK:  22 0.00108412   -1.46736e-05   0.102711
TRACK:  11 0.0505432   0.000106699   4.89702

EVENT:  136 2 18.5473  3.65945e-05  -9280.5
TRACK:  22 0.00294858   2.1724e-05   0.281757
TRACK:  11 0.0487661   -2.40411e-05   4.71798

EVENT:  137 2 18.5476  0.000382628  -9280.5
TRACK:  22 0.00420516   3.68421e-05   0.407596
TRACK:  11 0.0471293   -3.51183e-05   4.59214

EVENT:  138 2 18.5477  0.000168827  -9280.5
TRACK:  22 0.00656574   3.3292e-05   0.629526
TRACK:  11 0.0453703   9.47629e-05   4.3702

EVENT:  139 2 18.5463  1.19171e-05  -9280.5
TRACK:  22 7.34844e-05   7.59437e-06   0.00686051
TRACK:  11 0.0516144   3.32022e-05   4.99287

EVENT:  140 2 18.5472  -0.000610091  -9280.5
TRACK:  22 0.00770293   -1.58295e-05   0.739757
TRACK:  11 0.0443854   -1.02284e-05   4.25997

EVENT:  141 2 18.5469  0.000320987  -9280.5
TRACK:  22 0.00700576   -2.79201e-05   0.679137
TRACK:  11 0.0445473   9.18351e-06   4.3206

EVENT:  142 2 18.5466  -0.000443311  -9280.5
TRACK:  22 0.0031049   3.33222e-06   0.298935
TRACK:  11 0.0481387   2.73098e-05   4.7008

EVENT:  143 2 18.5473  8.19947e-05  -9280.5
TRACK:  22 0.00142738   -2.74981e-05   0.136256
TRACK:  11 0.0501968   -6.64855e-05   4.86348

EVENT:  144 2 18.5466  -0.000750992  -9280.5
TRACK:  22 0.00615909   2.79788e-05   0.586633
TRACK:  11 0.0462064   -6.04986e-05   4.41309

EVENT:  145 2 18.5472  5.52111e-05  -9280.5
TRACK:  22 0.00120581   2.74277e-05   0.116115
TRACK:  11 0.0506267   -0.00014704   4.88362

EVENT:  146 2 18.5467  0.000382047  -9280.5
TRACK:  22 0.0036951   3.9284e-05   0.353965
TRACK:  11 0.0482905   -3.90572e-05   4.64576

EVENT:  147 2 18.5467  -0.000276548  -9280.5
TRACK:  22 0.00311131   2.817e-05   0.304825
TRACK:  11 0.0484153   -2.61932e-05   4.69491

EVENT:  148 2 18.5465  0.000131668  -9280.5
TRACK:  22 0.00242924   3.35912e-05   0.233803
TRACK:  11 0.0491793   -7.27711e-05   4.76593

EVENT:  149 2 18.548  -0.000111683  -9280.5
TRACK:  22 0.00755074   7.41772e-07   0.731645
TRACK:  11 0.0439463   2.70574e-05   4.26809

EVENT:  150 2 18.5479  -0.000379184  -9280.5
TRACK:  22 0.00307121   2.614e-05   0.292033
TRACK:  11 0.0489241   3.65804e-05   4.7077

EVENT:  151 2 18.5472  0.00022386  -9280.5
TRACK:  22 0.00754104   1.11624e-05   0.721608
TRACK:  11 0.0446255   -2.57265e-05   4.27812

EVENT:  152 2 18.5462  0.000289598  -9280.5
TRACK:  22 0.00181013   7.33344e-06   0.177961
TRACK:  11 0.050044   0.000143739   4.82177

EVENT:  153 2 18.5467  -0.000269784  -9280.5
TRACK:  22 0.000507363   -4.3034e-06   0.0506909
TRACK:  11 0.0515684   -2.72588e-05   4.94904

EVENT:  154 2 18.5464  7.29522e-05  -9280.5
TRACK:  22 0.0012643   8.72566e-06   0.125102
TRACK:  11 0.0504693   2.11024e-05   4.87463

EVENT:  155 2 18.5464  4.61238e-05  -9280.5
TRACK:  22 0.000931158   -2.63784e-05   0.0886743
TRACK:  11 0.0509426   -7.3026e-05   4.91106

EVENT:  156 2 18.5466  0.000404769  -9280.5
TRACK:  22 0.00752731   -2.04539e-05   0.7315
TRACK:  11 0.0438247   -8.00374e-05   4.26824

EVENT:  157 2 18.5458  -2.87254e-05  -9280.5
TRACK:  22 0.00286079   -4.03438e-05   0.274468
TRACK:  11 0.0490402   1.01455e-05   4.72526

EVENT:  158 2 18.5468  -0.000413851  -9280.5
TRACK:  22 0.00433036   -4.27041e-05   0.420429
TRACK:  11 0.0473653   -1.02679e-05   4.5793

EVENT:  159 2 18.5475  -0.000142203  -9280.5
TRACK:  22 0.00246054   -9.41817e-07   0.242301
TRACK:  11 0.0491126   9.17207e-05   4.75743

EVENT:  160 2 18.5473  0.000335814  -9280.5
TRACK:  22 0.00593933   -8.55705e-06   0.575538
TRACK:  11 0.0453448   -4.93075e-05   4.4242

EVENT:  161 2 18.5473  -8.91491e-05  -9280.5
TRACK:  22 0.00215552   3.90113e-05   0.209272
TRACK:  11 0.0494956   8.56063e-06   4.79046

EVENT:  162 2 18.5473  -0.000557836  -9280.5
TRACK:  22 0.0064109   7.76817e-06   0.622827
TRACK:  11 0.0452915   -4.1813e-05   4.37691

EVENT:  163 2 18.547  0.00031187  -9280.5
TRACK:  22 0.00759187   -1.96241e-05   0.73123
TRACK:  11 0.0442155   -8.89813e-05   4.2685

EVENT:  164 2 18.5474  2.91667e-05  -9280.5
TRACK:  22 0.00325838   -3.3449e-05   0.318273
TRACK:  11 0.048363   -7.57689e-06   4.68146

EVENT:  165 2 18.5466  -5.27727e-05  -9280.5
TRACK:  22 0.00564023   1.56834e-05   0.540004
TRACK:  11 0.0462328   7.80508e-05   4.45973

EVENT:  166 2 18.5481  3.68005e-06  -9280.5
TRACK:  22 0.00020459   6.05968e-06   0.0186696
TRACK:  11 0.0514761   3.18552e-05   4.98106

EVENT:  167 2 18.5481  0.000206892  -9280.5
TRACK:  22 0.00157081   -1.84341e-05   0.153898
TRACK:  11 0.0503965   -5.68165e-06   4.84583

