Element,Gx,Gy,Gz,s,Length,Value,Chi1,Chi2,Chi3,#_µ,mag.#,type
,,,,,,,,,,,,
SF4TRE.1,-232.724731,-427.705925,9.34E-18,2779.599585,0.334,0,-22.643239,-1.94E-18,9.04E-19,4728,1558,369
,,,,,,,,,,,,
ZHQEAE45,-229.990707,-428.846412,9.24E-18,2782.561949,0.3444,0,-22.643239,-1.94E-18,9.04E-19,4730,1559,324
,,,,,,,,,,,,
QEAE.45,-229.566971,-429.023171,9.22E-18,2783.021074,0.82615,0.1830092,-22.643239,-1.94E-18,9.04E-19,4732,1560,370
,,,,,,,,,,,,
MQEAE45,-228.631984,-429.413197,9.19E-18,2784.034149,0,0,-22.643239,-1.94E-18,9.04E-19,4734,1561,11
,,,,,,,,,,,,
ZVQD5E45,-224.682626,-431.060654,9.04E-18,2788.313349,0.3444,0,-22.643239,-1.94E-18,9.04E-19,4736,1562,324
,,,,,,,,,,,,
QD5E.45,-224.25889,-431.237413,9.03E-18,2788.772474,0.82615,-0.1793457,-22.643239,-1.94E-18,9.04E-19,4738,1563,371
,,,,,,,,,,,,
MQD5E45,-223.323903,-431.627439,8.99E-18,2789.785549,0,0,-22.643239,-1.94E-18,9.04E-19,4740,1564,11
,,,,,,,,,,,,
B2E.106,-222.690042,-431.891851,8.97E-18,2790.472348,5.902202,0.0557427,-22.643239,-1.94E-18,9.04E-19,4742,1565,366
,,,,,,,,,,,,
MQF6E23,-216.500734,-434.251865,8.74E-18,2797.097349,0,0,-19.449417,-1.98E-18,7.95E-19,4744,1566,11
,,,,,,,,,,,,
QF6E.23,-216.339006,-434.308975,8.74E-18,2797.268864,0.55697,0.1633353,-19.449417,-1.98E-18,7.95E-19,4746,1567,372
,,,,,,,,,,,,
B2E.107,-214.970539,-434.792216,8.69E-18,2798.720148,5.902202,0.0557427,-19.449417,-1.98E-18,7.95E-19,4748,1568,366
,,,,,,,,,,,,
MQD5E46,-208.693919,-436.793657,8.46E-18,2805.309149,0,0,-16.255594,-2.02E-18,6.83E-19,4750,1569,11
,,,,,,,,,,,,
QD5E.46,-208.514467,-436.845981,8.45E-18,2805.496074,0.82615,-0.1793457,-16.255594,-2.02E-18,6.83E-19,4752,1570,371
,,,,,,,,,,,,
ZVQD5E46,-207.611206,-437.109354,8.42E-18,2806.436949,0.3444,0,-16.255594,-2.02E-18,6.83E-19,4754,1571,324
,,,,,,,,,,,,
MQEAE46,-203.172446,-438.403604,8.25E-18,2811.060548,0,0,-16.255594,-2.02E-18,6.83E-19,4756,1572,11
,,,,,,,,,,,,
QEAE.46,-202.992994,-438.455929,8.25E-18,2811.247473,0.82615,0.1830092,-16.255594,-2.02E-18,6.83E-19,4758,1573,370
,,,,,,,,,,,,
ZHQEAE46,-202.089733,-438.719301,8.21E-18,2812.188348,0.3444,0,-16.255594,-2.02E-18,6.83E-19,4760,1574,324
,,,,,,,,,,,,
SF4TRE.2,-199.235813,-439.551445,8.11E-18,2815.161112,0.334,0,-16.255594,-2.02E-18,6.83E-19,4762,1575,369
,,,,,,,,,,,,
MQF4E39,-198.736601,-439.697005,8.09E-18,2815.681112,0,0,-16.255594,-2.02E-18,6.83E-19,4764,1576,11
,,,,,,,,,,,,
QF4E.39,-198.551907,-439.750858,8.08E-18,2815.873497,1.01523,0.0349495,-16.255594,-2.02E-18,6.83E-19,4766,1577,363
,,,,,,,,,,,,
ZHQF4E39,-197.461883,-440.068687,8.04E-18,2817.008912,0.3444,0,-16.255594,-2.02E-18,6.83E-19,4768,1578,324
,,,,,,,,,,,,
ZVQD3E39,-195.530528,-440.63183,7.97E-18,2819.020694,0.3444,0,-16.255594,-2.02E-18,6.83E-19,4772,1579,324
,,,,,,,,,,,,
QD3E.39,-195.089757,-440.760349,7.95E-18,2819.479819,0.82615,-0.1748774,-16.255594,-2.02E-18,6.83E-19,4774,1580,364
,,,,,,,,,,,,
MQD3E39,-194.117182,-441.043932,7.92E-18,2820.492894,0,0,-16.255594,-2.02E-18,6.83E-19,4776,1581,11
,,,,,,,,,,,,
SD3TRE.1,-193.930938,-441.098237,7.91E-18,2820.686894,1.03,0,-16.255594,-2.02E-18,6.83E-19,4778,1582,365
,,,,,,,,,,,,
B2E.108,-191.102805,-441.922862,7.81E-18,2823.632797,5.902202,0.0557427,-16.255594,-2.02E-18,6.83E-19,4780,1583,366
,,,,,,,,,,,,
QF2E.47,-184.731717,-443.569808,7.57E-18,2830.214313,0.55697,0.1918305,-13.061771,-2.06E-18,5.69E-19,4782,1584,367
,,,,,,,,,,,,
MQF2E47,-184.02208,-443.734447,7.55E-18,2830.942798,0,0,-13.061771,-2.06E-18,5.69E-19,4784,1585,11
,,,,,,,,,,,,
ZHQF2E47,-183.941423,-443.75316,7.54E-18,2831.025598,0.3444,0,-13.061771,-2.06E-18,5.69E-19,4786,1586,324
,,,,,,,,,,,,
MQD1E24,-180.379085,-444.579637,7.41E-18,2834.682552,0,0,-13.061771,-2.06E-18,5.69E-19,4788,1587,11
,,,,,,,,,,,,
QD1E.24,-180.191678,-444.623116,7.41E-18,2834.874937,1.01523,-0.2548509,-13.061771,-2.06E-18,5.69E-19,4790,1588,368
,,,,,,,,,,,,
ZVQD1E24,-179.08564,-444.879721,7.36E-18,2836.010352,0.3444,0,-13.061771,-2.06E-18,5.69E-19,4792,1589,324
,,,,,,,,,,,,
ZHQF2E48,-175.788459,-445.64468,7.24E-18,2839.395106,0.3444,0,-13.061771,-2.06E-18,5.69E-19,4794,1590,324
,,,,,,,,,,,,
MQF2E48,-175.372312,-445.741228,7.23E-18,2839.822306,0,0,-13.061771,-2.06E-18,5.69E-19,4796,1591,11
,,,,,,,,,,,,
QF2E.48,-175.205235,-445.779991,7.22E-18,2839.993821,0.55697,0.1918305,-13.061771,-2.06E-18,5.69E-19,4798,1592,367
,,,,,,,,,,,,
B2E.109,-174.000937,-446.059393,7.18E-18,2841.230105,5.902202,0.0557427,-13.061771,-2.06E-18,5.69E-19,4800,1593,366
,,,,,,,,,,,,
SD3TRE.2,-166.329694,-447.560747,6.89E-18,2849.04821,1.03,0,-9.867948,-2.09E-18,4.54E-19,4802,1594,365
,,,,,,,,,,,,
MQD3E40,-165.123802,-447.770513,6.85E-18,2850.27221,0,0,-9.867948,-2.09E-18,4.54E-19,4804,1595,11
,,,,,,,,,,,,
QD3E.40,-164.939643,-447.802548,6.84E-18,2850.459135,0.82615,-0.1748774,-9.867948,-2.09E-18,4.54E-19,4806,1596,364
,,,,,,,,,,,,
ZVQD3E40,-164.012688,-447.963793,6.81E-18,2851.40001,0.3444,0,-9.867948,-2.09E-18,4.54E-19,4808,1597,324
,,,,,,,,,,,,
ZHQF4E40,-162.03067,-448.308569,6.73E-18,2853.411791,0.3444,0,-9.867948,-2.09E-18,4.54E-19,4812,1598,324
,,,,,,,,,,,,
QF4E.40,-161.572959,-448.388188,6.72E-18,2853.876376,1.01523,0.0349495,-9.867948,-2.09E-18,4.54E-19,4814,1599,363
,,,,,,,,,,,,
MQF4E40,-160.38321,-448.595147,6.67E-18,2855.083991,0,0,-9.867948,-2.09E-18,4.54E-19,4817,1600,11
,,,,,,,,,,,,
QLA10RE,-156.829092,-449.213391,6.54E-18,2858.69148,0.82615,0.2066668,-9.867948,-2.09E-18,4.54E-19,4819,1601,460
,,,,,,,,,,,,
MQLA10RE,-155.831006,-449.38701,6.51E-18,2859.704555,0,0,-9.867948,-2.09E-18,4.54E-19,4821,1602,11
,,,,,,,,,,,,
ZHQLA10RE,-155.749431,-449.4012,6.50E-18,2859.787355,0.3444,0,-9.867948,-2.09E-18,4.54E-19,4823,1603,324
,,,,,,,,,,,,
ZVQLA9RE,-152.059825,-450.043012,6.37E-18,2863.532367,0.3444,0,-9.867948,-2.09E-18,4.54E-19,4825,1604,324
,,,,,,,,,,,,
MQLA9RE,-151.638945,-450.116225,6.35E-18,2863.959567,0,0,-9.867948,-2.09E-18,4.54E-19,4827,1605,11
,,,,,,,,,,,,
QLA9RE,-151.454786,-450.14826,6.34E-18,2864.146492,0.82615,-0.3084804,-9.867948,-2.09E-18,4.54E-19,4829,1606,461
,,,,,,,,,,,,
BLA6RE.1,-149.780061,-450.439581,6.28E-18,2865.846366,5.902202,0.0501497,-9.867948,-2.09E-18,4.54E-19,4832,1607,462
,,,,,,,,,,,,
QLA8RE,-143.054601,-451.413793,6.03E-18,2872.642882,0.55697,0.2737514,-6.994582,-2.11E-18,3.49E-19,4834,1608,463
,,,,,,,,,,,,
MQLA8RE,-142.331537,-451.502505,6.01E-18,2873.371367,0,0,-6.994582,-2.11E-18,3.49E-19,4836,1609,11
,,,,,,,,,,,,
BLA6RE.2,-141.614118,-451.590524,5.98E-18,2874.094166,5.902202,0.0501497,-6.994582,-2.11E-18,3.49E-19,4838,1610,462
,,,,,,,,,,,,
QLA7RE,-134.868814,-452.224894,5.73E-18,2880.870092,0.82615,-0.1800709,-4.121217,-2.12E-18,2.42E-19,4841,1611,464
,,,,,,,,,,,,
MQLA7RE,-133.858358,-452.2977,5.69E-18,2881.883167,0,0,-4.121217,-2.12E-18,2.42E-19,4843,1612,11
,,,,,,,,,,,,
ZVQLA7RE,-133.775772,-452.303651,5.69E-18,2881.965967,0.3444,0,-4.121217,-2.12E-18,2.42E-19,4845,1613,324
,,,,,,,,,,,,
QLA6RE,-126.345416,-452.839031,5.41E-18,2889.415587,0.82615,0.1880866,-4.121217,-2.12E-18,2.42E-19,4847,1614,465
,,,,,,,,,,,,
MQLA6RE,-125.33496,-452.911837,5.37E-18,2890.428662,0,0,-4.121217,-2.12E-18,2.42E-19,4849,1615,11
,,,,,,,,,,,,
ZHQLA6RE,-125.252374,-452.917788,5.37E-18,2890.511462,0.3444,0,-4.121217,-2.12E-18,2.42E-19,4851,1616,324
,,,,,,,,,,,,
QLA5RE,-122.195712,-453.13803,5.26E-18,2893.576049,0.82615,-0.1331101,-4.121217,-2.12E-18,2.42E-19,4853,1617,466
,,,,,,,,,,,,
MQLA5RE,-121.185256,-453.210836,5.22E-18,2894.589124,0,0,-4.121217,-2.12E-18,2.42E-19,4855,1618,11
,,,,,,,,,,,,
ZVQLA5RE,-121.10267,-453.216787,5.22E-18,2894.671924,0.3444,0,-4.121217,-2.12E-18,2.42E-19,4857,1619,324
,,,,,,,,,,,,
BLA4RE,-117.636641,-453.466525,5.09E-18,2898.146939,5.902202,0.0480687,-4.121217,-2.12E-18,2.42E-19,4859,1620,467
,,,,,,,,,,,,
QLA4RE,-110.758519,-453.772538,4.83E-18,2905.032676,0.55697,0.199182,-1.367082,-2.13E-18,1.40E-19,4861,1621,468
,,,,,,,,,,,,
MQLA4RE,-110.030242,-453.789918,4.81E-18,2905.761161,0,0,-1.367082,-2.13E-18,1.40E-19,4863,1622,11
,,,,,,,,,,,,
ZVF4RE,-105.686511,-453.893579,4.64E-18,2910.106128,0.25,0,-1.367082,-2.13E-18,1.40E-19,4865,1623,330
,,,,,,,,,,,,
QLA3RE,-104.81378,-453.914407,4.61E-18,2910.979108,0.57004,-0.2210192,-1.367082,-2.13E-18,1.40E-19,4867,1624,469
,,,,,,,,,,,,
MQLA3RE,-104.078969,-453.931943,4.58E-18,2911.714128,0,0,-1.367082,-2.13E-18,1.40E-19,4869,1625,11
,,,,,,,,,,,,
ZVQLA3RE,-103.996217,-453.933917,4.58E-18,2911.796903,0.34445,0,-1.367082,-2.13E-18,1.40E-19,4871,1626,339
,,,,,,,,,,,,
BLA2RE,-102.500891,-453.969603,4.53E-18,2913.292655,3.961429,0.034828,-1.367082,-2.13E-18,1.40E-19,4873,1627,470
,,,,,,,,,,,,
ZHQLA2RE,-95.988095,-453.967149,4.28E-18,2919.805887,0.3444,0,0.628418,-2.14E-18,6.59E-20,4875,1628,324
,,,,,,,,,,,,
QLA2RE,-95.550941,-453.962355,4.27E-18,2920.243067,0.57004,0.0584712,0.628418,-2.14E-18,6.59E-20,4877,1629,471
,,,,,,,,,,,,
MQLA2RE,-94.815965,-453.954293,4.24E-18,2920.978087,0,0,0.628418,-2.14E-18,6.59E-20,4879,1630,11
,,,,,,,,,,,,
SLXTRE.1,-94.635976,-453.952319,4.23E-18,2921.158087,0.5,0,0.628418,-2.14E-18,6.59E-20,4882,1631,348
,,,,,,,,,,,,
QLX2RE.1,-93.191083,-453.936471,4.18E-18,2922.603067,0.57004,0.2417099,0.628418,-2.14E-18,6.59E-20,4884,1632,472
,,,,,,,,,,,,
MQLX2RE1,-92.456107,-453.928409,4.15E-18,2923.338087,0,0,0.628418,-2.14E-18,6.59E-20,4886,1633,11
,,,,,,,,,,,,
ZHQLX2RE1,-92.373312,-453.927501,4.15E-18,2923.420887,0.3444,0,0.628418,-2.14E-18,6.59E-20,4888,1634,324
,,,,,,,,,,,,
ZVQLX3RE1,-90.735925,-453.909542,4.09E-18,2925.058373,0.34445,0,0.628418,-2.14E-18,6.59E-20,4890,1635,339
,,,,,,,,,,,,
MQLX3RE1,-90.308726,-453.904856,4.07E-18,2925.485598,0,0,0.628418,-2.14E-18,6.59E-20,4892,1636,11
,,,,,,,,,,,,
QLX3RE.1,-90.143756,-453.903046,4.07E-18,2925.650578,0.57004,-0.3269288,0.628418,-2.14E-18,6.59E-20,4894,1637,473
,,,,,,,,,,,,
BLX1RE.1,-88.859527,-453.88896,4.02E-18,2926.934884,3.961429,-0.0221788,0.628418,-2.14E-18,6.59E-20,4897,1638,474
,,,,,,,,,,,,
QLX4RE,-84.183957,-453.897449,3.84E-18,2931.61058,0.57004,0.2610204,-0.642334,-2.13E-18,1.13E-19,4901,1639,475
,,,,,,,,,,,,
MQLX4RE,-83.448984,-453.905689,3.82E-18,2932.3456,0,0,-0.642334,-2.13E-18,1.13E-19,4903,1640,11
,,,,,,,,,,,,
BLX1RE.2,-82.899732,-453.911847,3.80E-18,2932.894886,3.961429,-0.0221788,-0.642334,-2.13E-18,1.13E-19,4905,1641,474
,,,,,,,,,,,,
QLX3RE.2,-78.225501,-454.024023,3.62E-18,2937.570581,0.57004,-0.3269288,-1.913085,-2.13E-18,1.61E-19,4908,1642,473
,,,,,,,,,,,,
MQLX3RE2,-77.49089,-454.048561,3.59E-18,2938.305601,0,0,-1.913085,-2.13E-18,1.61E-19,4910,1643,11
,,,,,,,,,,,,
ZVQLX3RE2,-77.408162,-454.051324,3.59E-18,2938.388376,0.34445,0,-1.913085,-2.13E-18,1.61E-19,4912,1644,339
,,,,,,,,,,,,
ZHQLX2RE2,-75.771539,-454.10599,3.53E-18,2940.025912,0.3444,0,-1.913085,-2.13E-18,1.61E-19,4914,1645,324
,,,,,,,,,,,,
MQLX2RE2,-75.344577,-454.120252,3.51E-18,2940.453112,0,0,-1.913085,-2.13E-18,1.61E-19,4916,1646,11
,,,,,,,,,,,,
QLX2RE.2,-75.179689,-454.125759,3.51E-18,2940.618092,0.57004,0.2417099,-1.913085,-2.13E-18,1.61E-19,4918,1647,472
,,,,,,,,,,,,
SLXTRE.2,-73.665513,-454.176336,3.45E-18,2942.133112,0.5,0,-1.913085,-2.13E-18,1.61E-19,4921,1648,348
,,,,,,,,,,,,
MQLB8RE,-72.985892,-454.199037,3.43E-18,2942.813112,0,0,-1.913085,-2.13E-18,1.61E-19,4923,1649,11
,,,,,,,,,,,,
QLB8RE,-72.821004,-454.204544,3.42E-18,2942.978092,0.57004,0.1332968,-1.913085,-2.13E-18,1.61E-19,4925,1650,476
,,,,,,,,,,,,
ZHQLB8RE,-72.158553,-454.226672,3.40E-18,2943.640912,0.3444,0,-1.913085,-2.13E-18,1.61E-19,4927,1651,324
,,,,,,,,,,,,
ZVF3RE,-69.45997,-454.31681,3.30E-18,2946.341001,0.25,0,-1.913085,-2.13E-18,1.61E-19,4929,1652,330
,,,,,,,,,,,,
QLB7RE,-68.702137,-454.342123,3.27E-18,2947.099256,1.12349,-0.6047355,-1.913085,-2.13E-18,1.61E-19,4931,1653,477
,,,,,,,,,,,,
MQLB7RE,-67.411112,-454.385246,3.22E-18,2948.391001,0,0,-1.913085,-2.13E-18,1.61E-19,4933,1654,11
,,,,,,,,,,,,
ZVQLB7RE,-67.328383,-454.388009,3.22E-18,2948.473776,0.34445,0,-1.913085,-2.13E-18,1.61E-19,4935,1655,339
,,,,,,,,,,,,
BLB2RE,-66.176437,-454.426487,3.17E-18,2949.626365,3.961429,0.0234696,-1.913085,-2.13E-18,1.61E-19,4937,1656,478
,,,,,,,,,,,,
ZHQLB4RE,-59.166798,-454.542511,2.91E-18,2956.637174,0.3444,0,-0.568374,-2.13E-18,1.10E-19,4939,1657,324
,,,,,,,,,,,,
QLB4RE,-58.677442,-454.547366,2.89E-18,2957.126554,0.57004,0.2542529,-0.568374,-2.13E-18,1.10E-19,4941,1658,479
,,,,,,,,,,,,
MQLB4RE,-57.942458,-454.554657,2.87E-18,2957.861574,0,0,-0.568374,-2.13E-18,1.10E-19,4943,1659,11
,,,,,,,,,,,,
ZVQLB1RE,-55.98448,-454.574081,2.79E-18,2959.819648,0.34445,0,-0.568374,-2.13E-18,1.10E-19,4945,1660,339
,,,,,,,,,,,,
QLB1RE,-55.547296,-454.578418,2.78E-18,2960.256853,0.57004,-0.287576,-0.568374,-2.13E-18,1.10E-19,4947,1661,480
,,,,,,,,,,,,
MQLB1RE,-54.812312,-454.585709,2.75E-18,2960.991873,0,0,-0.568374,-2.13E-18,1.10E-19,4949,1662,11
,,,,,,,,,,,,
SLYTRE.1,-54.582324,-454.587991,2.74E-18,2961.221873,0.6,0,-0.568374,-2.13E-18,1.10E-19,4952,1663,337
,,,,,,,,,,,,
QLY2RE.1,-53.433515,-454.599387,2.70E-18,2962.370738,0.46227,0.0136938,-0.568374,-2.13E-18,1.10E-19,4954,1664,481
,,,,,,,,,,,,
MQLY2RE1,-52.802411,-454.605648,2.68E-18,2963.001873,0,0,-0.568374,-2.13E-18,1.10E-19,4956,1665,11
,,,,,,,,,,,,
ZVQLY2RE1,-52.71964,-454.606469,2.67E-18,2963.084648,0.34445,0,-0.568374,-2.13E-18,1.10E-19,4958,1666,339
,,,,,,,,,,,,
ZVQLY4RE1,-47.974174,-454.653546,2.50E-18,2967.830348,0.34445,0,-0.568374,-2.13E-18,1.10E-19,4960,1667,339
,,,,,,,,,,,,
MQLY4RE1,-47.54697,-454.657784,2.48E-18,2968.257573,0,0,-0.568374,-2.13E-18,1.10E-19,4962,1668,11
,,,,,,,,,,,,
QLY4RE.1,-47.381998,-454.65942,2.47E-18,2968.422553,0.57004,0.2089981,-0.568374,-2.13E-18,1.10E-19,4964,1669,482
,,,,,,,,,,,,
BLY2RE.1,-45.897744,-454.674145,2.42E-18,2969.906881,3.961429,0.027,-0.568374,-2.13E-18,1.10E-19,4967,1670,483
,,,,,,,,,,,,
QLY5RE,-41.022306,-454.644348,2.24E-18,2974.782597,0.57004,-0.2221871,0.978612,-2.14E-18,5.29E-20,4971,1671,484
,,,,,,,,,,,,
MQLY5RE,-40.287394,-454.631794,2.21E-18,2975.517617,0,0,0.978612,-2.14E-18,5.29E-20,4973,1672,11
,,,,,,,,,,,,
BLY2RE.2,-39.538196,-454.618997,2.18E-18,2976.266924,3.961429,0.027,0.978612,-2.14E-18,5.29E-20,4975,1673,483
,,,,,,,,,,,,
QLY4RE.2,-34.66534,-454.45759,2.00E-18,2981.14264,0.57004,0.2089981,2.525598,-2.14E-18,-4.82E-21,4978,1674,482
,,,,,,,,,,,,
MQLY4RE2,-33.931034,-454.425201,1.97E-18,2981.87766,0,0,2.525598,-2.14E-18,-4.82E-21,4980,1675,11
,,,,,,,,,,,,
ZVQLY4RE2,-33.848339,-454.421553,1.97E-18,2981.960435,0.34445,0,2.525598,-2.14E-18,-4.82E-21,4982,1676,339
,,,,,,,,,,,,
ZVQLY2RE2,-29.107249,-454.212431,1.79E-18,2986.706135,0.34445,0,2.525598,-2.14E-18,-4.82E-21,4984,1677,339
,,,,,,,,,,,,
MQLY2RE2,-28.680439,-454.193605,1.78E-18,2987.13336,0,0,2.525598,-2.14E-18,-4.82E-21,4986,1678,11
,,,,,,,,,,,,
QLY2RE.2,-28.511738,-454.186164,1.77E-18,2987.302225,0.46227,0.0136938,2.525598,-2.14E-18,-4.82E-21,4988,1679,481
,,,,,,,,,,,,
SLYTRE.2,-27.501585,-454.141607,1.73E-18,2988.31336,0.6,0,2.525598,-2.14E-18,-4.82E-21,4991,1680,337
,,,,,,,,,,,,
MQLC7RE,-26.672392,-454.105033,1.70E-18,2989.14336,0,0,2.525598,-2.14E-18,-4.82E-21,4993,1681,11
,,,,,,,,,,,,
QLC7RE,-26.507572,-454.097763,1.70E-18,2989.30834,0.57004,-0.2260802,2.525598,-2.14E-18,-4.82E-21,4995,1682,485
,,,,,,,,,,,,
BC4RE,-25.701732,-454.062218,1.67E-18,2990.114964,0.361193,8.95E-04,2.525598,-2.14E-18,-4.82E-21,4997,1683,486
,,,,,,,,,,,,
BC3RE,-22.78373,-453.933509,0.002453,2993.035804,0.361193,-0.0010947,2.525598,0.05129,-3.42E-21,4999,1684,487
,,,,,,,,,,,,
MQLC6RE,-22.251451,-453.910031,0.002544,2993.5686,0,0,2.525598,-0.011433,-4.75E-21,5001,1685,11
,,,,,,,,,,,,
QLC6RE,-22.086631,-453.902761,0.002511,2993.73358,0.57004,0.1113841,2.525598,-0.011433,-4.75E-21,5003,1686,488
,,,,,,,,,,,,
ZHQLC6RE,-21.424455,-453.873554,0.002379,2994.3964,0.3444,0,2.525598,-0.011433,-4.75E-21,5005,1687,324
,,,,,,,,,,,,
ZHF2RE,-20.282621,-453.823189,0.002151,2995.539345,0.25,0,2.525598,-0.011433,-4.75E-21,5007,1688,330
,,,,,,,,,,,,
ZVF2RE,-19.783106,-453.801156,0.002051,2996.039345,0.25,0,2.525598,-0.011433,-4.75E-21,5009,1689,330
,,,,,,,,,,,,
MQLC5RE,-18.53432,-453.746074,0.001802,2997.289345,0,0,2.525598,-0.011433,-4.75E-21,5011,1690,11
,,,,,,,,,,,,
QLC5RE,-18.369501,-453.738804,0.001769,2997.454325,0.57004,-0.0749397,2.525598,-0.011433,-4.75E-21,5013,1691,489
,,,,,,,,,,,,
BC2RE,-17.563661,-453.70326,0.001608,2998.260949,0.361193,-2.43E-04,2.525598,-0.011433,-4.75E-21,5015,1692,490
,,,,,,,,,,,,
ZHF1RE,-15.088184,-453.59407,5.55E-04,3000.738833,0.25,0,2.525598,-0.025376,-4.48E-21,5017,1693,330
,,,,,,,,,,,,
ZVF1RE,-14.588669,-453.572037,3.33E-04,3001.238833,0.25,0,2.525598,-0.025376,-4.48E-21,5019,1694,330
,,,,,,,,,,,,
BC1RE,-14.017621,-453.546849,8.00E-05,3001.810437,0.361193,4.43E-04,2.525598,-0.025376,-4.48E-21,5021,1695,491
,,,,,,,,,,,,
MQLC3RE,-12.449649,-453.477688,5.86E-18,3003.379933,0,0,2.525598,1.96E-17,-4.82E-21,5023,1696,11
,,,,,,,,,,,,
QLC3RE,-12.284829,-453.470418,5.91E-18,3003.544913,0.57004,-0.15042,2.525598,1.96E-17,-4.82E-21,5025,1697,492
,,,,,,,,,,,,
QKCRE,-11.470601,-453.434504,6.19E-18,3004.359933,0.3444,0,2.525598,1.96E-17,-4.82E-21,5027,1698,324
,,,,,,,,,,,,
BLC2RE,-9.940041,-453.366993,6.72E-18,3005.891982,2.235944,0.00592,2.525598,1.96E-17,-4.82E-21,5029,1699,493
,,,,,,,,,,,,
QKBRE,-6.520409,-453.202495,7.89E-18,3009.315574,0.3444,-9.76E-05,2.864789,1.96E-17,1.11E-19,5031,1700,494
,,,,,,,,,,,,
QLC2RE,-5.915841,-453.172242,8.09E-18,3009.920899,0.53815,0.0386139,2.864789,1.96E-17,1.11E-19,5033,1701,495
,,,,,,,,,,,,
MQLC2RE,-5.197664,-453.136303,8.34E-18,3010.639974,0,0,2.864789,1.96E-17,1.11E-19,5035,1702,11
,,,,,,,,,,,,
ZHQLC2RE,-5.114968,-453.132164,8.37E-18,3010.722774,0.3444,0,2.864789,1.96E-17,1.11E-19,5037,1703,324
,,,,,,,,,,,,
QKARE,-3.968877,-453.074812,8.76E-18,3011.8703,0.3444,4.32E-04,2.864789,1.96E-17,1.11E-19,5039,1704,496
,,,,,,,,,,,,
QC2RE3425,-2.955744,-453.024113,-2.48E-05,3012.8847,0.01,-1.66E-05,2.86479,-0.007269,7.87E-20,5158,1705,497
,,,,,,,,,,,,
QC2RE3415,-2.945757,-453.023613,-2.61E-05,3012.8947,0.01,-3.44E-05,2.86479,-0.007449,7.87E-20,5162,1705,498
,,,,,,,,,,,,
QC2RE3405,-2.935769,-453.023114,-2.74E-05,3012.9047,0.01,-3.57E-05,2.86479,-0.007607,7.87E-20,5166,1705,499
,,,,,,,,,,,,
QC2RE3395,-2.925782,-453.022614,-2.87E-05,3012.9147,0.01,-3.68E-05,2.864789,-0.007741,7.87E-20,5170,1705,500
,,,,,,,,,,,,
QC2RE3385,-2.915794,-453.022114,-3.01E-05,3012.9247,0.01,-3.79E-05,2.864788,-0.007853,7.87E-20,5174,1705,501
,,,,,,,,,,,,
QC2RE3375,-2.905807,-453.021614,-3.15E-05,3012.9347,0.01,-3.92E-05,2.864787,-0.007942,7.87E-20,5178,1705,502
,,,,,,,,,,,,
QC2RE3365,-2.895819,-453.021114,-3.29E-05,3012.9447,0.01,-4.07E-05,2.864785,-0.008013,7.87E-20,5182,1705,503
,,,,,,,,,,,,
QC2RE3355,-2.885832,-453.020615,-3.43E-05,3012.9547,0.01,-4.25E-05,2.864783,-0.008068,7.86E-20,5186,1705,504
,,,,,,,,,,,,
QC2RE3345,-2.875844,-453.020115,-3.57E-05,3012.9647,0.01,-4.48E-05,2.864781,-0.008112,7.86E-20,5190,1705,505
,,,,,,,,,,,,
QC2RE3335,-2.865857,-453.019615,-3.71E-05,3012.9747,0.01,-4.75E-05,2.864779,-0.008147,7.86E-20,5194,1705,506
,,,,,,,,,,,,
QC2RE3325,-2.855869,-453.019115,-3.85E-05,3012.9847,0.01,-5.08E-05,2.864777,-0.008176,7.86E-20,5198,1705,507
,,,,,,,,,,,,
QC2RE3315,-2.845882,-453.018616,-3.99E-05,3012.9947,0.01,-5.49E-05,2.864774,-0.0082,7.86E-20,5202,1705,508
,,,,,,,,,,,,
QC2RE3305,-2.835894,-453.018116,-4.14E-05,3013.0047,0.01,-6.00E-05,2.864772,-0.00822,7.86E-20,5206,1705,509
,,,,,,,,,,,,
QC2RE3295,-2.825907,-453.017616,-4.28E-05,3013.0147,0.01,-6.63E-05,2.86477,-0.008236,7.86E-20,5210,1705,510
,,,,,,,,,,,,
QC2RE3285,-2.815919,-453.017116,-4.42E-05,3013.0247,0.01,-7.42E-05,2.864767,-0.008249,7.86E-20,5214,1705,511
,,,,,,,,,,,,
QC2RE3275,-2.805932,-453.016616,-4.57E-05,3013.0347,0.01,-8.39E-05,2.864765,-0.00826,7.86E-20,5218,1705,512
,,,,,,,,,,,,
QC2RE3265,-2.795944,-453.016117,-4.71E-05,3013.0447,0.01,-9.60E-05,2.864763,-0.008268,7.86E-20,5222,1705,513
,,,,,,,,,,,,
QC2RE3255,-2.785957,-453.015617,-4.86E-05,3013.0547,0.01,-1.11E-04,2.864761,-0.008273,7.86E-20,5226,1705,514
,,,,,,,,,,,,
QC2RE3245,-2.775969,-453.015117,-5.00E-05,3013.0647,0.01,-1.27E-04,2.864759,-0.008277,7.86E-20,5230,1705,515
,,,,,,,,,,,,
QC2RE3235,-2.765982,-453.014617,-5.15E-05,3013.0747,0.01,-1.46E-04,2.864757,-0.00828,7.86E-20,5234,1705,516
,,,,,,,,,,,,
QC2RE3225,-2.755994,-453.014117,-5.29E-05,3013.0847,0.01,-1.62E-04,2.864755,-0.008281,7.86E-20,5238,1705,517
,,,,,,,,,,,,
